,date,Ticker,Size,Liquidity,cpv_1mo,cpv_1w,mr_1w,monthly_return
3,2005-04-01,4151.T,0.5506271010785153,-0.3687750026670978,-0.5,0.5,0.5,0.0407639970734508
4,2005-05-02,4151.T,0.5506271010785153,-0.3687750026670978,0.5,0.5,0.5,0.0234729863961256
5,2005-06-01,4151.T,0.5506271010785153,-0.3687750026670978,0.5,0.2506567611289824,-0.2763915057736641,-0.0542164489818212
6,2005-07-01,4151.T,0.5506271010785153,-0.3687750026670978,-0.5,0.3329716924025188,0.1952288076495914,-0.1159237117526358
7,2005-08-01,4151.T,0.5506271010785153,-0.3687750026670978,0.2564355639624299,0.5,-0.5,0.0461093994855088
8,2005-09-01,4151.T,0.5506271010785153,-0.3687750026670978,-0.2550918791473747,-0.0055153343615843,-0.0929829709033492,0.0399450173004103
9,2005-10-03,4151.T,0.5506271010785153,-0.3687750026670978,-0.5,-0.2278736252540432,0.1531153890038242,0.0807943139652354
10,2005-11-01,4151.T,0.5506271010785153,-0.3687750026670978,0.1195313348522121,0.0676558135155696,-0.5,0.0648812876297708
11,2005-12-01,4151.T,0.5506271010785153,-0.3687750026670978,0.5,0.5,0.256954028871345,0.0416667840601479
12,2006-01-02,4151.T,0.5506271010785153,-0.3687750026670978,0.5,0.226736415862136,0.4186818120035878,-0.0577780273190488
13,2006-02-01,4151.T,0.5305267592784425,0.06914875613657824,-0.5,-0.5,-0.5,-0.0294808979167933
14,2006-03-01,4151.T,0.5305267592784425,0.06914875613657824,-0.5,-0.5,0.4345298936495194,0.1251514343605608
15,2006-04-03,4151.T,0.5305267592784425,0.06914875613657824,0.5,-0.5,0.2357060958304036,-0.06479447516166
16,2006-05-01,4151.T,0.5305267592784425,0.06914875613657824,0.5,0.455368349557916,0.5,-0.0104398185259332
17,2006-06-01,4151.T,0.5305267592784425,0.06914875613657824,0.5,0.5,-0.4817774771259847,-0.043427360189007
18,2006-07-03,4151.T,0.5305267592784425,0.06914875613657824,-0.5,-0.5,0.0512871177432828,-0.0503066625270434
19,2006-08-01,4151.T,0.5305267592784425,0.06914875613657824,-0.5,-0.5,-0.5,-0.0167957302280445
20,2006-09-01,4151.T,0.5305267592784425,0.06914875613657824,-0.5,-0.5,-0.5,0.103810750797699
21,2006-10-02,4151.T,0.5305267592784425,0.06914875613657824,0.5,-0.5,-0.4040568435455353,-0.009523662863189
22,2006-11-01,4151.T,0.5305267592784425,0.06914875613657824,-0.5,-0.5,-0.5,0.0110564320685981
23,2006-12-01,4151.T,0.5305267592784425,0.06914875613657824,0.1538343101573665,0.1396348330241335,0.1152432498788831,0.0705739982011401
24,2007-01-04,4151.T,0.5996524124016572,0.07617131157175719,-0.4855789336016449,-0.5,-0.5,0.0178768879938289
25,2007-02-01,4151.T,0.5996524124016572,0.07617131157175719,-0.5,-0.5,-0.3646051048311149,0.1262351266547372
26,2007-03-01,4151.T,0.5996524124016572,0.07617131157175719,0.5,0.5,0.5,0.0506820992192673
27,2007-04-02,4151.T,0.5996524124016572,0.07617131157175719,-0.2737156898226884,-0.5,-0.5,0.0027831448243962
28,2007-05-01,4151.T,0.5996524124016572,0.07617131157175719,-0.5,-0.5,0.0628772144704362,0.0047036524775272
29,2007-06-01,4151.T,0.5996524124016572,0.07617131157175719,-0.5,-0.5,-0.5,0.0823309220071435
30,2007-07-02,4151.T,0.5996524124016572,0.07617131157175719,0.5,-0.5,0.0120840693912532,0.0264960508725982
31,2007-08-01,4151.T,0.5996524124016572,0.07617131157175719,-0.5,-0.5,-0.5,-0.0233138948919223
32,2007-09-03,4151.T,0.5996524124016572,0.07617131157175719,0.5,0.0503650833087285,-0.5,-0.0127876627690097
33,2007-10-01,4151.T,0.5996524124016572,0.07617131157175719,-0.5,-0.5,-0.1942975036974272,-0.0474959278990225
34,2007-11-01,4151.T,0.5996524124016572,0.07617131157175719,-0.5,-0.3105239379887075,-0.2371965832303546,0.0999036860282771
35,2007-12-03,4151.T,0.5996524124016572,0.07617131157175719,0.5,-0.4212354297871303,0.5,0.0405627293210373
36,2008-01-04,4151.T,0.7251161426072069,0.6334362239455554,-0.063029784608881,-0.3111303059152919,0.5,-0.0175018495997187
37,2008-02-01,4151.T,0.7251161426072069,0.6334362239455554,-0.4477954437145885,,0.4887257044481307,-0.0445345514574487
38,2008-03-03,4151.T,0.7251161426072069,0.6334362239455554,-0.2059887582504583,,-0.5,-0.1161018955084542
39,2008-04-01,4151.T,0.7251161426072069,0.6334362239455554,,,0.4929343358217109,-0.0498558633348461
40,2008-05-01,4151.T,0.7251161426072069,0.6334362239455554,,,-0.5,-0.0059869556180139
41,2008-06-02,4151.T,0.7251161426072069,0.6334362239455554,,,-0.5,-0.0551018979410968
42,2008-07-01,4151.T,0.7251161426072069,0.6334362239455554,,,-0.5,0.1004319645844675
43,2008-08-01,4151.T,0.7251161426072069,0.6334362239455554,-0.5,0.5,0.1981683043009778,0.0834152882393164
44,2008-09-01,4151.T,0.7251161426072069,0.6334362239455554,0.5,,-0.4426865862733654,0.0860505953489811
45,2008-10-01,4151.T,0.7251161426072069,0.6334362239455554,,,-0.3666785529205811,-0.0008341801194778
46,2008-11-04,4151.T,0.7251161426072069,0.6334362239455554,,,-0.5,-0.051586442931672
47,2008-12-01,4151.T,0.7251161426072069,0.6334362239455554,-0.5,-0.0680661637785496,0.1285804214661525,-0.2175843015043912
48,2009-01-05,4151.T,0.7251161426072069,0.6334362239455554,0.0249423939243352,-0.0755173702493362,-0.0086357432521999,-0.0760499038831077
49,2009-02-02,4151.T,0.8305344829325066,-0.022947172877447422,0.4661746024915599,-0.5,-0.4012799177405345,0.1474200172852724
50,2009-03-02,4151.T,0.8305344829325066,-0.022947172877447422,-0.5,0.0690083475413694,0.214007270378198,-0.1113492573144275
51,2009-04-01,4151.T,0.8305344829325066,-0.022947172877447422,-0.5,-0.5,0.3471821264683031,-0.1108433092640388
52,2009-05-01,4151.T,0.8305344829325066,-0.022947172877447422,0.2939014074649494,-0.4703437950698349,-0.4020343952143316,0.1538866233112075
53,2009-06-01,4151.T,0.8305344829325066,-0.022947172877447422,-0.5,-0.5,-0.165003116032737,0.0201901186928541
54,2009-07-01,4151.T,0.8305344829325066,-0.022947172877447422,0.5,-0.5,-0.5,0.1769497148305909
55,2009-08-03,4151.T,0.8305344829325066,-0.022947172877447422,0.4016782894397114,0.5,-0.3156767639445388,0.0623143730768569
56,2009-09-02,4151.T,0.8305344829325066,-0.022947172877447422,-0.0318936930024482,0.5,0.5,0.0074490810596583
57,2009-10-01,4151.T,0.8305344829325066,-0.022947172877447422,0.5,-0.5,-0.0834102809152363,0.0064694745046065
58,2009-11-02,4151.T,0.8305344829325066,-0.022947172877447422,0.5,0.5,0.5,0.0392935075653047
59,2009-12-01,4151.T,0.8305344829325066,-0.022947172877447422,0.5,0.5,0.3635496880681428,-0.0606061206779916
60,2010-01-04,4151.T,0.91298617651349,-0.48022054542482867,-0.5,-0.5,-0.0917069516210487,-0.1015180294971884
61,2010-02-01,4151.T,0.91298617651349,-0.48022054542482867,0.0910613599825395,0.1804729540241789,0.0267884286703665,0.0602489761324616
62,2010-03-01,4151.T,0.91298617651349,-0.48022054542482867,-0.2178061067233906,0.5,0.3354819718434635,-0.0410409407803337
63,2010-04-01,4151.T,0.91298617651349,-0.48022054542482867,-0.5,-0.0266206864687757,0.5,-0.0219206806317709
64,2010-05-06,4151.T,0.91298617651349,-0.48022054542482867,-0.3425534580619148,0.5,0.1787750379911973,0.0533615671809863
65,2010-06-01,4151.T,0.91298617651349,-0.48022054542482867,0.5,-0.3057727155786118,0.5,-0.0243161975321691
66,2010-07-01,4151.T,0.91298617651349,-0.48022054542482867,0.2893704372364575,0.5,0.0039336294346111,-0.0778814782909583
67,2010-08-02,4151.T,0.91298617651349,-0.48022054542482867,-0.4171336278169084,-0.5,-0.1280330774720478,-0.0394279425945318
68,2010-09-01,4151.T,0.91298617651349,-0.48022054542482867,0.1068386269734516,-0.1458068630432418,-0.082479353870037,0.0486358773057251
69,2010-10-01,4151.T,0.91298617651349,-0.48022054542482867,0.5,-0.5,0.3486663342301489,-0.0904977063703393
70,2010-11-01,4151.T,0.91298617651349,-0.48022054542482867,0.4601159825448591,-0.0640611080500835,0.5,0.0422884100342435
71,2010-12-01,4151.T,0.91298617651349,-0.48022054542482867,0.3524312223452593,0.1974361100936148,0.3151802157913885,-0.0739852850994504
72,2011-01-04,4151.T,0.8423010435911436,-0.46173137874950676,0.5,0.5,0.2002677772886214,0.0914945304135901
73,2011-02-01,4151.T,0.8423010435911436,-0.46173137874950676,-0.5,-0.126600852581266,0.5,0.0106120414097585
74,2011-03-01,4151.T,0.8423010435911436,-0.46173137874950676,0.0777027955178722,-0.5,0.5,-0.0189128121531548
75,2011-04-01,4151.T,0.8423010435911436,-0.46173137874950676,-0.5,-0.1482500364281178,-0.3626107119015216,0.0096387010183376
76,2011-05-02,4151.T,0.8423010435911436,-0.46173137874950676,-0.5,-0.5,-0.268928576285174,-0.0727921596127268
77,2011-06-01,4151.T,0.8423010435911436,-0.46173137874950676,-0.5,-0.5,-0.1231371133486581,0.0604889289094874
78,2011-07-01,4151.T,0.8423010435911436,-0.46173137874950676,0.5,0.5,0.5,-0.0449031992592583
79,2011-08-01,4151.T,0.8423010435911436,-0.46173137874950676,0.5,0.5,-0.3694481362186546,-0.011318625901198
80,2011-09-01,4151.T,0.8423010435911436,-0.46173137874950676,-0.5,-0.5,-0.5,0.0989582160304023
81,2011-10-03,4151.T,0.8423010435911436,-0.46173137874950676,0.5,-0.1196882303673665,-0.436688182102144,-0.0627960077487571
82,2011-11-01,4151.T,0.8423010435911436,-0.46173137874950676,0.25624536657617,0.5,-0.5,0.1036661315123315
83,2011-12-01,4151.T,0.8423010435911436,-0.46173137874950676,-0.2243381995099805,0.237317346170948,0.2601131799142409,0.0194731684121001
84,2012-01-04,4151.T,0.925822048032461,-0.049817123148657494,0.5,0.5,0.042728027065978,0.0213482017666537
85,2012-02-01,4151.T,0.925822048032461,-0.049817123148657494,-0.0731556847681952,-0.5,-0.170526942107382,0.0507465801911999
86,2012-03-01,4151.T,0.925822048032461,-0.049817123148657494,0.5,0.5,0.5,0.0031743699186845
87,2012-04-02,4151.T,0.925822048032461,-0.049817123148657494,-0.5,-0.5,-0.5,-0.0812235910263586
88,2012-05-01,4151.T,0.925822048032461,-0.049817123148657494,-0.3345233615806131,0.5,-0.0438972319043445,0.0470724586500201
89,2012-06-01,4151.T,0.925822048032461,-0.049817123148657494,0.461028612549435,-0.5,0.4694069384579133,-0.0668860700560995
90,2012-07-02,4151.T,0.925822048032461,-0.049817123148657494,-0.1014702638439356,0.0807429902648353,0.4575421401873931,-0.0940071885671802
91,2012-08-01,4151.T,0.925822048032461,-0.049817123148657494,-0.5,-0.5,0.27782821699456,0.0782623813678169
92,2012-09-03,4151.T,0.925822048032461,-0.049817123148657494,0.5,0.5,0.5,0.062119405286044
93,2012-10-01,4151.T,0.925822048032461,-0.049817123148657494,0.273730301645755,0.5,-0.0892846989354529,-0.0011470139982838
94,2012-11-01,4151.T,0.925822048032461,-0.049817123148657494,0.5,0.5,0.5,0.0849600075768999
95,2012-12-03,4151.T,0.925822048032461,-0.049817123148657494,0.5,-0.2923999764264448,-0.5,-0.0888889221540137
96,2013-01-04,4151.T,0.828888732107409,0.023356242731962556,-0.5,0.5,-0.5,-0.0255516842891341
97,2013-02-01,4151.T,0.828888732107409,0.023356242731962556,0.5,0.5,-0.3042578444974978,0.0431756777982332
98,2013-03-01,4151.T,0.828888732107409,0.023356242731962556,0.5,-0.5,-0.5,-0.0080922417563179
99,2013-04-01,4151.T,0.828888732107409,0.023356242731962556,-0.0721301550011367,0.5,-0.1700154409384923,0.1293706206745968
100,2013-05-01,4151.T,0.828888732107409,0.023356242731962556,0.5,0.5,0.5,0.091847242652405
101,2013-06-03,4151.T,0.828888732107409,0.023356242731962556,-0.2962523077399125,-0.5,-0.5,0.1058603091842085
102,2013-07-01,4151.T,0.828888732107409,0.023356242731962556,-0.5,-0.5,0.0514185038803691,-0.0760685341566727
103,2013-08-01,4151.T,0.828888732107409,0.023356242731962556,0.5,0.5,0.5,0.0638602315565246
104,2013-09-02,4151.T,0.828888732107409,0.023356242731962556,0.3524572909304657,-0.0398386441143373,0.2357736974275636,-0.1204923407903453
105,2013-10-01,4151.T,0.828888732107409,0.023356242731962556,0.5,0.2978597650685826,0.5,0.016999896769271
106,2013-11-01,4151.T,0.828888732107409,0.023356242731962556,0.3869769044424565,-0.4893805624900714,-0.3170165085067464,-0.0088496898262938
107,2013-12-02,4151.T,0.828888732107409,0.023356242731962556,-0.306186322568473,0.3187782006343659,-0.5,0.0486111627338332
108,2014-01-06,4151.T,0.8425566793326855,-0.28187190537395274,0.0267864078026497,-0.3923073803407318,0.5,0.1248814388405428
109,2014-02-03,4151.T,0.8425566793326855,-0.28187190537395274,0.4678705431137558,-0.5,-0.1302772446046154,-0.0399633477395448
110,2014-03-03,4151.T,0.8425566793326855,-0.28187190537395274,0.5,0.5,0.1583717960571712,-0.0575730113085951
111,2014-04-01,4151.T,0.8425566793326855,-0.28187190537395274,-0.1520466890904779,-0.5,-0.5,0.0056392764684536
112,2014-05-01,4151.T,0.8425566793326855,-0.28187190537395274,-0.052242465589672,-0.5,-0.3435342216614471,0.0074767590708955
113,2014-06-02,4151.T,0.8425566793326855,-0.28187190537395274,0.2195799322885805,0.5,0.3496223717536945,0.0871984943464905
114,2014-07-01,4151.T,0.8425566793326855,-0.28187190537395274,-0.5,0.5,0.0264055232811352,0.0776445842991317
115,2014-08-01,4151.T,0.8425566793326855,-0.28187190537395274,-0.5,-0.5,-0.5,0.1128730095466106
116,2014-09-01,4151.T,0.8425566793326855,-0.28187190537395274,-0.5,0.3277287027797254,0.4078098162706117,0.019383033945419
117,2014-10-01,4151.T,0.8425566793326855,-0.28187190537395274,0.5,-0.2108475115189819,-0.1610919406931674,-0.0042252939722493
118,2014-11-04,4151.T,0.8425566793326855,-0.28187190537395274,-0.5,-0.5,-0.2954374030825523,-0.0509196826675709
119,2014-12-01,4151.T,0.8425566793326855,-0.28187190537395274,-0.5,-0.3546426115671424,-0.2998871513501741,-0.0409834253673923
120,2015-01-05,4151.T,0.8425566793326855,-0.28187190537395274,0.5,0.5,0.3444180300548834,0.009323992533625
121,2015-02-02,4151.T,0.7779902674774906,-0.4748973056827012,-0.5,-0.5,-0.5,-0.1183143441146596
122,2015-03-02,4151.T,0.7779902674774906,-0.4748973056827012,-0.1659607082392676,0.5,-0.5,0.1932925041484294
123,2015-04-01,4151.T,0.7779902674774906,-0.4748973056827012,0.3218349725417419,0.5,0.2165060252565609,0.0599111479739371
124,2015-05-01,4151.T,0.7779902674774906,-0.4748973056827012,0.3052107019788605,-0.5,-0.4254222454512466,0.0739706657117711
125,2015-06-01,4151.T,0.7779902674774906,-0.4748973056827012,0.5,0.5,0.5,0.1403507324428197
126,2015-07-01,4151.T,0.7779902674774906,-0.4748973056827012,-0.2665052208557821,0.320973056535444,0.5,-0.0957262394339758
127,2015-08-03,4151.T,0.7779902674774906,-0.4748973056827012,-0.5,-0.5,-0.5,0.0138263535242919
128,2015-09-01,4151.T,0.7779902674774906,-0.4748973056827012,-0.1864375694785728,0.1370545255952691,0.4345246008769425,0.2842832119924674
129,2015-10-01,4151.T,0.7779902674774906,-0.4748973056827012,-0.5,-0.5,-0.5,-0.056070088908441
